Name,Join_Count,TARGET_FID,Geographic_Identifier___FIPS_Code,Area_of_Land__Square_Meters_,Area_of_Water__Square_Meters_,State,County,total_pop,Total_population_5_years_and_over___Margin_of_Error,pop_eng_only,Population_age_5__who_speaks_only_English___Margin_of_Error,pop_spanish,Population_age_5__who_speaks_Spanish_at_home___Margin_of_Error,Population_age_5__who_speaks_Spanish_at_home_and_speaks_English_very_well,Population_age_5__who_speaks_Spanish_at_home_and_speaks_English_very_well___Margin_of_Error,Population_age_5__who_speaks_Spanish_at_home_and_speaks_English_less_than_very_well,Population_age_5__who_speaks_Spanish_at_home_and_speaks_English_less_than_very_well___Margin_of_Error,pop_french,Population_age_5__who_speaks_French__Haitian__or_Cajun_at_home___Margin_of_Error,Population_age_5__who_speaks_French__Haitian__or_Cajun_at_home_and_speaks_English_very_well,Population_age_5__who_speaks_French__Haitian__or_Cajun_at_home_and_speaks_English_very_well___Margin_of_Error,Population_age_5__who_speaks_French__Haitian__or_Cajun_at_home_and_speaks_English_less_than_very_well,Population_age_5__who_speaks_French__Haitian__or_Cajun_at_home_and_speaks_English_less_than_very_well___Margin_of_Error,pop_german,Population_age_5__who_speaks_German_or_other_West_Germanic_languages___Margin_of_Error,Population_age_5__who_speaks_German_or_other_West_Germanic_languages_and_speaks_English_very_well,Population_age_5__who_speaks_German_or_other_West_Germanic_languages_and_speaks_English_very_well___Margin_of_Error,Population_age_5__who_speaks_German_or_other_West_Germanic_languages_and_speaks_English_less_than_very_well,Population_age_5__who_speaks_German_or_other_West_Germanic_languages_and_speaks_English_less_than_very_well___Margin_of_Error,pop_slavic,Population_age_5__who_speaks_Russian__Polish__or_other_Slavic_languages___Margin_of_Error,Population_age_5__who_speaks_Russian__Polish__or_other_Slavic_languages_and_speaks_English_very_well,Population_age_5__who_speaks_Russian__Polish__or_other_Slavic_languages_and_speaks_English_very_well___Margin_of_Error,Population_age_5__who_speaks_Russian__Polish__or_other_Slavic_languages_and_speaks_English_less_than_very_well,Population_age_5__who_speaks_Russian__Polish__or_other_Slavic_languages_and_speaks_English_less_than_very_well___Margin_of_Error,pop_indo_european,Population_age_5__who_speaks_other_Indo_European_languages___Margin_of_Error,Population_age_5__who_speaks_other_Indo_European_languages_and_speaks_English_very_well,Population_age_5__who_speaks_other_Indo_European_languages_and_speaks_English_very_well___Margin_of_Error,Population_age_5__who_speaks_other_Indo_European_languages_and_speaks_English_less_than_very_well,Population_age_5__who_speaks_other_Indo_European_languages_and_speaks_English_less_than_very_well___Margin_of_Error,pop_korean,Population_age_5__who_speaks_Korean___Margin_of_Error,Population_age_5__who_speaks_Korean_and_speaks_English_very_well,Population_age_5__who_speaks_Korean_and_speaks_English_very_well___Margin_of_Error,Population_age_5__who_speaks_Korean_and_speaks_English_less_than_very_well,Population_age_5__who_speaks_Korean_and_speaks_English_less_than_very_well___Margin_of_Error,pop_chinese,Population_age_5__who_speaks_Chinese__incl__Mandarin__Cantonese____Margin_of_Error,Population_age_5__who_speaks_Chinese__incl__Mandarin__Cantonese__and_speaks_English_very_well,Population_age_5__who_speaks_Chinese__incl__Mandarin__Cantonese__and_speaks_English_very_well___Margin_of_Error,Population_age_5__who_speaks_Chinese__incl__Mandarin__Cantonese__and_speaks_English_less_than_very_well,Population_age_5__who_speaks_Chinese__incl__Mandarin__Cantonese__and_speaks_English_less_than_very_well___Margin_of_Error,pop_vietnamese,Population_age_5__who_speaks_Vietnamese___Margin_of_Error,Population_age_5__who_speaks_Vietnamese_and_speaks_English_very_well,Population_age_5__who_speaks_Vietnamese_and_speaks_English_very_well___Margin_of_Error,Population_age_5__who_speaks_Vietnamese_and_speaks_English_less_than_very_well,Population_age_5__who_speaks_Vietnamese_and_speaks_English_less_than_very_well___Margin_of_Error,pop_tagalog,Population_age_5__who_speaks_Tagalog__incl__Filipino____Margin_of_Error,Population_age_5__who_speaks_Tagalog__incl__Filipino__and_speaks_English_very_well,Population_age_5__who_speaks_Tagalog__incl__Filipino__and_speaks_English_very_well___Margin_of_Error,Population_age_5__who_speaks_Tagalog__incl__Filipino__and_speaks_English_less_than_very_well,Population_age_5__who_speaks_Tagalog__incl__Filipino__and_speaks_English_less_than_very_well___Margin_of_Error,pop_asian_others,Population_age_5__who_speaks_other_Asian_and_Pacific_Island_languages___Margin_of_Error,Population_age_5__who_speaks_other_Asian_and_Pacific_Island_languages_and_speaks_English_very_well,Population_age_5__who_speaks_other_Asian_and_Pacific_Island_languages_and_speaks_English_very_well___Margin_of_Error,Population_age_5__who_speaks_other_Asian_and_Pacific_Island_languages_and_speaks_English_less_than_very_well,Population_age_5__who_speaks_other_Asian_and_Pacific_Island_languages_and_speaks_English_less_than_very_well___Margin_of_Error,pop_arabic,Population_age_5__who_speaks_Arabic___Margin_of_Error,Population_age_5__who_speaks_Arabic_and_speaks_English_very_well,Population_age_5__who_speaks_Arabic_and_speaks_English_very_well___Margin_of_Error,Population_age_5__who_speaks_Arabic_and_speaks_English_less_than_very_well,Population_age_5__who_speaks_Arabic_and_speaks_English_less_than_very_well___Margin_of_Error,pop_unspecified,Population_age_5__who_speaks_other_and_unspecified_languages___Margin_of_Error,Population_age_5__who_speaks_other_and_unspecified_languages_and_speaks_English_very_well,Population_age_5__who_speaks_other_and_unspecified_languages_and_speaks_English_very_well___Margin_of_Error,Population_age_5__who_speaks_other_and_unspecified_languages_and_speaks_English_less_than_very_well,Population_age_5__who_speaks_other_and_unspecified_languages_and_speaks_English_less_than_very_well___Margin_of_Error,per_eng_only,Percent_of_population_age_5__who_speaks_English_only___Margin_of_Error,pop_eng_limited_ability,Population_age_5___who_have_limited_English_ability___Margin_of_Error,per_eng_limited_ability,Percent_of_population_age_5___who_have_limited_English_ability___Margin_of_Error,pop_bilingual_eng_another,Population_age_5__who_are_bilingual_in_English_and_any_other_language___Margin_of_Error,per_bilingual_eng_another,Percent_of_population_age_5__who_are_bilingual_in_English_and_any_other_language___Margin_of_Error,object_id,Join_Count_1,TARGET_FID_1,Name_1,geographic_identifier_FIPS,area_land,area_water,State_1,County_1,Total_population_5_years_and_over,Total_population_5_years_and_over___Margin_of_Error_1,Population_age_5__who_speaks_only_English,Population_age_5__who_speaks_only_English___Margin_of_Error_1,Population_age_5__who_speaks_Spanish_at_home,Population_age_5__who_speaks_Spanish_at_home___Margin_of_Error_1,Population_age_5__who_speaks_Spanish_at_home_and_speaks_English_very_well_1,Population_age_5__who_speaks_Spanish_at_home_and_speaks_English_very_well___Margin_of_Error_1,Population_age_5__who_speaks_Spanish_at_home_and_speaks_English_less_than_very_well_1,Population_age_5__who_speaks_Spanish_at_home_and_speaks_English_less_than_very_well___Margin_of_Error_1,Population_age_5__who_speaks_French__Haitian__or_Cajun_at_home,Population_age_5__who_speaks_French__Haitian__or_Cajun_at_home___Margin_of_Error_1,Population_age_5__who_speaks_French__Haitian__or_Cajun_at_home_and_speaks_English_very_well_1,Population_age_5__who_speaks_French__Haitian__or_Cajun_at_home_and_speaks_English_very_well___Margin_of_Error_1,Population_age_5__who_speaks_French__Haitian__or_Cajun_at_home_and_speaks_English_less_than_very_well_1,Population_age_5__who_speaks_French__Haitian__or_Cajun_at_home_and_speaks_English_less_than_very_well___Margin_of_Error_1,Population_age_5__who_speaks_German_or_other_West_Germanic_languages,Population_age_5__who_speaks_German_or_other_West_Germanic_languages___Margin_of_Error_1,Population_age_5__who_speaks_German_or_other_West_Germanic_languages_and_speaks_English_very_well_1,Population_age_5__who_speaks_German_or_other_West_Germanic_languages_and_speaks_English_very_well___Margin_of_Error_1,Population_age_5__who_speaks_German_or_other_West_Germanic_languages_and_speaks_English_less_than_very_well_1,Population_age_5__who_speaks_German_or_other_West_Germanic_languages_and_speaks_English_less_than_very_well___Margin_of_Error_1,Population_age_5__who_speaks_Russian__Polish__or_other_Slavic_languages,Population_age_5__who_speaks_Russian__Polish__or_other_Slavic_languages___Margin_of_Error_1,Population_age_5__who_speaks_Russian__Polish__or_other_Slavic_languages_and_speaks_English_very_well_1,Population_age_5__who_speaks_Russian__Polish__or_other_Slavic_languages_and_speaks_English_very_well___Margin_of_Error_1,Population_age_5__who_speaks_Russian__Polish__or_other_Slavic_languages_and_speaks_English_less_than_very_well_1,Population_age_5__who_speaks_Russian__Polish__or_other_Slavic_languages_and_speaks_English_less_than_very_well___Margin_of_Error_1,Population_age_5__who_speaks_other_Indo_European_languages,Population_age_5__who_speaks_other_Indo_European_languages___Margin_of_Error_1,Population_age_5__who_speaks_other_Indo_European_languages_and_speaks_English_very_well_1,Population_age_5__who_speaks_other_Indo_European_languages_and_speaks_English_very_well___Margin_of_Error_1,Population_age_5__who_speaks_other_Indo_European_languages_and_speaks_English_less_than_very_well_1,Population_age_5__who_speaks_other_Indo_European_languages_and_speaks_English_less_than_very_well___Margin_of_Error_1,Population_age_5__who_speaks_Korean,Population_age_5__who_speaks_Korean___Margin_of_Error_1,Population_age_5__who_speaks_Korean_and_speaks_English_very_well_1,Population_age_5__who_speaks_Korean_and_speaks_English_very_well___Margin_of_Error_1,Population_age_5__who_speaks_Korean_and_speaks_English_less_than_very_well_1,Population_age_5__who_speaks_Korean_and_speaks_English_less_than_very_well___Margin_of_Error_1,Population_age_5__who_speaks_Chinese__incl__Mandarin__Cantonese_,Population_age_5__who_speaks_Chinese__incl__Mandarin__Cantonese____Margin_of_Error_1,Population_age_5__who_speaks_Chinese__incl__Mandarin__Cantonese__and_speaks_English_very_well_1,Population_age_5__who_speaks_Chinese__incl__Mandarin__Cantonese__and_speaks_English_very_well___Margin_of_Error_1,Population_age_5__who_speaks_Chinese__incl__Mandarin__Cantonese__and_speaks_English_less_than_very_well_1,Population_age_5__who_speaks_Chinese__incl__Mandarin__Cantonese__and_speaks_English_less_than_very_well___Margin_of_Error_1,Population_age_5__who_speaks_Vietnamese,Population_age_5__who_speaks_Vietnamese___Margin_of_Error_1,Population_age_5__who_speaks_Vietnamese_and_speaks_English_very_well_1,Population_age_5__who_speaks_Vietnamese_and_speaks_English_very_well___Margin_of_Error_1,Population_age_5__who_speaks_Vietnamese_and_speaks_English_less_than_very_well_1,Population_age_5__who_speaks_Vietnamese_and_speaks_English_less_than_very_well___Margin_of_Error_1,Population_age_5__who_speaks_Tagalog__incl__Filipino_,Population_age_5__who_speaks_Tagalog__incl__Filipino____Margin_of_Error_1,Population_age_5__who_speaks_Tagalog__incl__Filipino__and_speaks_English_very_well_1,Population_age_5__who_speaks_Tagalog__incl__Filipino__and_speaks_English_very_well___Margin_of_Error_1,Population_age_5__who_speaks_Tagalog__incl__Filipino__and_speaks_English_less_than_very_well_1,Population_age_5__who_speaks_Tagalog__incl__Filipino__and_speaks_English_less_than_very_well___Margin_of_Error_1,Population_age_5__who_speaks_other_Asian_and_Pacific_Island_languages,Population_age_5__who_speaks_other_Asian_and_Pacific_Island_languages___Margin_of_Error_1,Population_age_5__who_speaks_other_Asian_and_Pacific_Island_languages_and_speaks_English_very_well_1,Population_age_5__who_speaks_other_Asian_and_Pacific_Island_languages_and_speaks_English_very_well___Margin_of_Error_1,Population_age_5__who_speaks_other_Asian_and_Pacific_Island_languages_and_speaks_English_less_than_very_well_1,Population_age_5__who_speaks_other_Asian_and_Pacific_Island_languages_and_speaks_English_less_than_very_well___Margin_of_Error_1,Population_age_5__who_speaks_Arabic,Population_age_5__who_speaks_Arabic___Margin_of_Error_1,Population_age_5__who_speaks_Arabic_and_speaks_English_very_well_1,Population_age_5__who_speaks_Arabic_and_speaks_English_very_well___Margin_of_Error_1,Population_age_5__who_speaks_Arabic_and_speaks_English_less_than_very_well_1,Population_age_5__who_speaks_Arabic_and_speaks_English_less_than_very_well___Margin_of_Error_1,Population_age_5__who_speaks_other_and_unspecified_languages,Population_age_5__who_speaks_other_and_unspecified_languages___Margin_of_Error_1,Population_age_5__who_speaks_other_and_unspecified_languages_and_speaks_English_very_well_1,Population_age_5__who_speaks_other_and_unspecified_languages_and_speaks_English_very_well___Margin_of_Error_1,Population_age_5__who_speaks_other_and_unspecified_languages_and_speaks_English_less_than_very_well_1,Population_age_5__who_speaks_other_and_unspecified_languages_and_speaks_English_less_than_very_well___Margin_of_Error_1,Percent_of_population_age_5__who_speaks_English_only,Percent_of_population_age_5__who_speaks_English_only___Margin_of_Error_1,Population_age_5___who_have_limited_English_ability,Population_age_5___who_have_limited_English_ability___Margin_of_Error_1,Percent_of_population_age_5___who_have_limited_English_ability,Percent_of_population_age_5___who_have_limited_English_ability___Margin_of_Error_1,Population_age_5__who_are_bilingual_in_English_and_any_other_language,Population_age_5__who_are_bilingual_in_English_and_any_other_language___Margin_of_Error_1,Percent_of_population_age_5__who_are_bilingual_in_English_and_any_other_language,Percent_of_population_age_5__who_are_bilingual_in_English_and_any_other_language___Margin_of_Error_1,school_district,Shape_Length,Shape_Area,Shape_Length_1,Shape_Area_1
Census Tract 1,1,69982,36005000100,1677210.000000000000000,1035011.000000000000000,New York,Bronx County,3538,1209.000000000000000,3053,1223.000000000000000,428,175.000000000000000,186,89.000000000000000,242,113.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,26,32.000000000000000,7,16.000000000000000,19,31.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,31,,,,,,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,,,,,,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,86.299999999999997,18.038986687407338,292,126,8.300000000000001,2.174643596461139,193,99,5.500000000000000,2.086869547406229,1,,,,36005000100,1677210.000000000000000,1035011.000000000000000,,,3538,,3053,,428,,,,,,0,,,,,,0,,,,,,0,,,,,,26,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,86.299999999999997,,292,,8.300000000000001,,193,,5.500000000000000,,7,26308.169404798532923,14976220.184953579679132,,
Census Tract 2,1,69983,36005000200,448105.000000000000000,852406.000000000000000,New York,Bronx County,4916,745.000000000000000,1904,494.000000000000000,2623,416.000000000000000,1649,345.000000000000000,974,315.000000000000000,0,19.000000000000000,0,19.000000000000000,0,19.000000000000000,0,19.000000000000000,0,19.000000000000000,0,19.000000000000000,0,19.000000000000000,0,19.000000000000000,0,19.000000000000000,0,19.000000000000000,0,19.000000000000000,0,19.000000000000000,0,19.000000000000000,0,19.000000000000000,0,19.000000000000000,0,,,,,,0,19.000000000000000,0,19.000000000000000,0,19.000000000000000,0,,,,,,0,19.000000000000000,0,19.000000000000000,0,19.000000000000000,233,347.000000000000000,0,19.000000000000000,233,347.000000000000000,156,167.000000000000000,140,151.000000000000000,16,24.000000000000000,38.700000000000003,8.156470848705521,1223,473,24.899999999999999,8.852229761720313,1789,381,36.399999999999999,5.445254764651159,2,,,,36005000200,448105.000000000000000,852406.000000000000000,,,4916,,1904,,2623,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,233,,,,,,156,,,,,,38.700000000000003,,1223,,24.899999999999999,,1789,,36.399999999999999,,8,89484.192903144677985,42021479.544509425759315,,
Census Tract 4,1,69984,36005000400,775416.000000000000000,690794.000000000000000,New York,Bronx County,6225,927.000000000000000,3587,553.000000000000000,2588,883.000000000000000,1347,422.000000000000000,1241,808.000000000000000,10,16.000000000000000,10,16.000000000000000,0,19.000000000000000,27,45.000000000000000,27,45.000000000000000,0,19.000000000000000,12,19.000000000000000,12,19.000000000000000,0,19.000000000000000,0,19.000000000000000,0,19.000000000000000,0,19.000000000000000,0,19.000000000000000,0,19.000000000000000,0,19.000000000000000,0,,,,,,0,19.000000000000000,0,19.000000000000000,0,19.000000000000000,0,,,,,,0,19.000000000000000,0,19.000000000000000,0,19.000000000000000,1,2.000000000000000,1,2.000000000000000,0,19.000000000000000,0,19.000000000000000,0,19.000000000000000,0,19.000000000000000,57.600000000000001,2.299017978519359,1241,810,19.899999999999999,12.668857683562651,1397,428,22.399999999999999,6.008662715905594,3,,,,36005000400,775416.000000000000000,690794.000000000000000,,,6225,,3587,,2588,,,,,,10,,,,,,27,,,,,,12,,,,,,0,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,1,,,,,,0,,,,,,57.600000000000001,,1241,,19.899999999999999,,1397,,22.399999999999999,,8,89484.192903144677985,42021479.544509425759315,,
Census Tract 16,1,69985,36005001600,485078.000000000000000,0.000000000000000,New York,Bronx County,5779,684.000000000000000,2864,694.000000000000000,2195,528.000000000000000,1234,417.000000000000000,961,342.000000000000000,110,124.000000000000000,95,108.000000000000000,15,27.000000000000000,0,19.000000000000000,0,19.000000000000000,0,19.000000000000000,33,54.000000000000000,33,54.000000000000000,0,19.000000000000000,114,134.000000000000000,8,14.000000000000000,106,133.000000000000000,0,19.000000000000000,0,19.000000000000000,0,19.000000000000000,0,,,,,,0,19.000000000000000,0,19.000000000000000,0,19.000000000000000,47,,,,,,0,19.000000000000000,0,19.000000000000000,0,19.000000000000000,0,19.000000000000000,0,19.000000000000000,0,19.000000000000000,416,322.000000000000000,416,322.000000000000000,0,19.000000000000000,49.600000000000001,10.478978201722123,1098,373,19.000000000000000,6.049973243526972,1817,546,31.399999999999999,8.684236160028574,4,,,,36005001600,485078.000000000000000,0.000000000000000,,,5779,,2864,,2195,,,,,,110,,,,,,0,,,,,,33,,,,,,114,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,0,,,,,,416,,,,,,49.600000000000001,,1098,,19.000000000000000,,1817,,31.399999999999999,,8,89484.192903144677985,42021479.544509425759315,,
Census Tract 19.01,1,69986,36005001901,205007.000000000000000,0.000000000000000,New York,Bronx County,2193,321.000000000000000,1283,358.000000000000000,671,164.000000000000000,518,137.000000000000000,153,113.000000000000000,180,178.000000000000000,175,177.000000000000000,5,9.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,14,21.000000000000000,14,21.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,,,,,,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,,,,,,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,45,72.000000000000000,38,58.000000000000000,7,15.000000000000000,58.500000000000000,13.898210102266395,165,121,7.500000000000000,5.406526338293517,745,235,34.000000000000000,9.492313161896423,5,,,,36005001901,205007.000000000000000,0.000000000000000,,,2193,,1283,,671,,,,,,180,,,,,,0,,,,,,14,,,,,,0,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,0,,,,,,45,,,,,,58.500000000000000,,165,,7.500000000000000,,745,,34.000000000000000,,7,26308.169404798532923,14976220.184953579679132,,
Census Tract 19.02,1,69987,36005001902,469741.000000000000000,0.000000000000000,New York,Bronx County,1857,374.000000000000000,1081,210.000000000000000,750,361.000000000000000,419,343.000000000000000,331,147.000000000000000,4,9.000000000000000,4,9.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,,,,,,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,,,,,,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,16,25.000000000000000,0,13.000000000000000,16,25.000000000000000,6,14.000000000000000,6,14.000000000000000,0,13.000000000000000,58.200000000000003,16.289084865138442,347,155,18.699999999999999,7.450236591772768,429,346,23.100000000000001,18.041933051878573,6,,,,36005001902,469741.000000000000000,0.000000000000000,,,1857,,1081,,750,,,,,,4,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,16,,,,,,6,,,,,,58.200000000000003,,347,,18.699999999999999,,429,,23.100000000000001,,7,26308.169404798532923,14976220.184953579679132,,
Census Tract 19.03,2,69988,36005001903,908739.000000000000000,0.000000000000000,New York,Bronx County,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,,,,,,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,,,,,,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,,,0,45,,,0,45,,,7,,,,36005001903,908739.000000000000000,0.000000000000000,,,0,,0,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,8,89484.192903144677985,42021479.544509425759315,,
Census Tract 19.04,1,69989,36005001904,82079.000000000000000,1138170.000000000000000,New York,Bronx County,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,,,,,,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,,,,,,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,,,0,45,,,0,45,,,8,,,,36005001904,82079.000000000000000,1138170.000000000000000,,,0,,0,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,7,26308.169404798532923,14976220.184953579679132,,
Census Tract 20.01,1,69990,36005002001,199398.000000000000000,0.000000000000000,New York,Bronx County,4096,684.000000000000000,2743,484.000000000000000,1327,523.000000000000000,779,386.000000000000000,548,277.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,,,,,,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,,,,,,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,26,50.000000000000000,0,13.000000000000000,26,50.000000000000000,67.000000000000000,3.816522418463312,574,284,14.000000000000000,6.526738024780288,779,388,19.000000000000000,8.924379962121765,9,,,,36005002001,199398.000000000000000,0.000000000000000,,,4096,,2743,,1327,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,0,,,,,,26,,,,,,67.000000000000000,,574,,14.000000000000000,,779,,19.000000000000000,,8,89484.192903144677985,42021479.544509425759315,,
Census Tract 20.02,1,69991,36005002002,204892.000000000000000,0.000000000000000,New York,Bronx County,3468,885.000000000000000,1537,634.000000000000000,1810,512.000000000000000,779,368.000000000000000,1031,479.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,,,,,,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,,,,,,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,0,13.000000000000000,121,171.000000000000000,121,171.000000000000000,0,13.000000000000000,44.299999999999997,14.363033719530382,1031,481,29.699999999999999,11.610858305218992,900,408,26.000000000000000,9.723664947555811,10,,,,36005002002,204892.000000000000000,0.000000000000000,,,3468,,1537,,1810,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,0,,,,,,121,,,,,,44.299999999999997,,1031,,29.699999999999999,,900,,26.000000000000000,,8,89484.192903144677985,42021479.544509425759315,,
